name,description,url,type,usage_count
Wait Timer Server,"Introduce deliberate pauses in your workflows to ensure time-dependent operations complete successfully. Use the `wait` tool to instruct your MCP client to pause for a specified duration, preventing premature execution of subsequent steps. Perfect for web automation, command line operations, and API interactions.",https://smithery.ai/server/@199-bio/mcp-wait-timer,Remote,
hh-jira-mcp-server,Connect your Jira account to enhance your workflow with real-time data access and manipulation. Streamline project management by integrating Jira tasks directly into your applications. Experience seamless interaction with your Jira environment through a powerful MCP server.,https://smithery.ai/server/@alexeydubinin/hh-jira-mcp-server,Remote,
Cloudflare to GitHub Backup,Automate the backup of your Cloudflare projects to a GitHub repository. Ensure your projects are securely stored and easily retrievable with this seamless integration. Start safeguarding your Cloudflare data today with minimal setup required.,https://smithery.ai/server/@DynamicEndpoints/cloudflare-github-backup-mcp,Remote,
AgentMail Toolkit,Enhance your applications with powerful email automation capabilities. Streamline communication and manage email workflows effortlessly with our intuitive toolkit. Integrate seamlessly to boost productivity and user engagement.,https://smithery.ai/server/@agentmail-to/agentmail-toolkit,Remote,
GitHub Trending,"Access trending repositories and developers on GitHub effortlessly. Filter results by programming language, time period, and spoken language to find the most relevant data for your needs.",https://smithery.ai/server/@hetaoBackend/github-trending-mcp-server,Remote,
API.Market MCP Server (40 tools),Connect with 40+ APIs and AI models from API.market through a single powerful MCP server.,https://smithery.ai/server/@Noveum/api-market-mcp-server,Remote,
Pocket Connector,Fetch and manage your Pocket articles through Claude.,https://smithery.ai/server/@kazuph/mcp-pocket,Remote,
Bruno MCP Server,"Run API tests seamlessly with Bruno collections. Get detailed execution results and insights through a standardized interface, enhancing your testing workflow. Simplify your API testing process and ensure reliability with comprehensive test summaries and failure details.",https://smithery.ai/server/@hungthai1401/bruno-mcp,Local,
Neo4j Aura Database Manager,"Manage your Neo4j Aura database instances effortlessly. Create, monitor, and maintain your graph database infrastructure directly through Claude, streamlining your database management tasks.",https://smithery.ai/server/@neo4j-contrib/mcp-neo4j-cloud-aura-api,Remote,
Chakra MCP Server,"Interact with your database using natural language queries and manage your data effortlessly. Create, update, and delete tables while leveraging subscribed data shares for real-time insights. Simplify your data interactions and enhance your productivity with intuitive commands.",https://smithery.ai/server/@Chakra-Network/chakra,Remote,
Tembo Cloud API,Provide a standardized interface for integrating with the Tembo Cloud platform.,https://smithery.ai/server/@tembo-io/mcp-server-tembo,Remote,
DICOM Model Context Protocol Server,Enable AI assistants to interact with DICOM servers for querying patient information and analyzing medical imaging metadata. Extract text from encapsulated PDF documents in DICOM format to enhance clinical report analysis. Streamline medical data access and improve healthcare workflows with standardized DICOM networking protocols.,https://smithery.ai/server/@ChristianHinge/dicom-mcp,Remote,
DevHub CMS Integration,"Manage your content seamlessly within the DevHub CMS system. Utilize powerful tools to create, update, and retrieve blog posts and media, all through a simple interface. Enhance your content management experience with the capabilities of Large Language Models without direct API integration.",https://smithery.ai/server/@devhub/devhub-cms-mcp,Remote,
Safe MCP Server,"Interact with Safe smart contract wallets to query transactions, retrieve multisig details, and decode transaction data. Simplify your operations with seamless integration to the Safe API, allowing for efficient management of your digital assets.",https://smithery.ai/server/@5ajaki/safe-mcp-server,Remote,
Jupiter Swap API Server,"Enable Claude to interact with the Jupiter swap API on the Solana blockchain. Get quotes, build, and send swap transactions seamlessly. Enhance your trading experience with direct access to token swaps.",https://smithery.ai/server/@dcSpark/mcp-server-jupiter,Remote,
Chargebee MCP Server,"Enhance your development experience by integrating Chargebee's API services and documentation directly into your coding environment. Get instant answers, context-aware code snippets, and access to Chargebee's knowledge base to streamline your integration process. Perfect for developers using AI-powered code editors and tools.",https://smithery.ai/server/@chargebee/agentkit,Remote,
Azure Data Explorer Server,Access your Azure Data Explorer clusters and databases through standardized interfaces. Execute KQL queries and explore your data seamlessly with AI assistants. Enhance your data interaction capabilities with interactive tools and authentication support.,https://smithery.ai/server/@pab1it0/adx,Remote,
Tally API Server,Access DAO governance data from Tally API.,https://smithery.ai/server/mpc-tally-api-server,Remote,
Wikidata MCP Server,"Interact with Wikidata seamlessly. Search for entities, extract metadata, and execute SPARQL queries to enhance your applications with rich data insights.",https://smithery.ai/server/@zzaebok/mcp-wikidata,Local,
DexPaprika,"Access decentralized exchange data effortlessly. Fetch and analyze DEX, token, and liquidity pool information without the need for API keys, empowering your AI assistants with real-time insights.",https://smithery.ai/server/@coinpaprika/dexpaprika-mcp,Remote,
Votars MCP,"Integrate advanced AI functionalities into your applications with Votars. Process complex tasks efficiently using robust APIs designed for high performance and scalability. Experience seamless voice recording, transcription, and intelligent AI processing for your meetings.",https://smithery.ai/server/@scarletlabs-ai/votars-mcp,Remote,
IMDb Server,"Access comprehensive movie and TV show information effortlessly. Retrieve detailed data about films, actors, and upcoming releases using the IMDb API. Enhance your applications with rich media content and insights.",https://smithery.ai/server/@uzaysozen/imdb-mcp-server,Remote,
Fetch Server,"Retrieve and process web content effortlessly. Convert HTML to markdown for easier consumption by LLMs, allowing models to extract information in manageable chunks. Enhance your applications with web content fetching capabilities.",https://smithery.ai/server/@p1scess/mcp-servers,Remote,
ArcGIS Location Services,"Leverage powerful geocoding, reverse geocoding, and routing capabilities to enhance your applications. Access detailed location data and nearby points of interest seamlessly. Integrate with ArcGIS Location Services to provide users with accurate and efficient location-based solutions.",https://smithery.ai/server/@puran1218/arcgis-location-services-mcp,Remote,
