url,name,description
,Unraid MCP Server,"The Unraid MCP Server is a Python-based bridge that enables AI assistants to interact with Unraid servers through natural language. Using the Model Context Protocol (MCP) with stdio transport, it provides comprehensive management capabilities including system monitoring, array operations, Docker container management, VM control, disk operations, user administration, API key management, remote access configuration, notification handling, and share management. This integration allows users to query system status, manage resources, and perform administrative tasks through conversational AI, eliminating the need for command-line expertise while maintaining robust error handling, timeout management, and detailed logging for reliable server management."
,,
,CISA M365,Implements CISA BOD 25-01 security controls for Microsoft 365 (Azure AD/Entra ID).
,,
,Verodat MCP Server,Integrate Verodat's data management capabilities with AI systems seamlessly.
,,
,Palo Alto Device Server,"Manage your Palo Alto firewalls effortlessly through their REST API. Retrieve system information, perform upgrades, and manage certificates with ease. Streamline your firewall operations and ensure your systems are always up-to-date and secure."
,,
,Mesh Scanner,"Create and manage text notes effortlessly. Generate summaries of your notes with a simple command, enhancing your productivity and organization. Access your notes through unique URIs for easy retrieval and management."
,,
,Solana RPC Server,"Interact with the Solana blockchain effortlessly. Retrieve account balances, transfer SOL, and access detailed account information with simple RPC calls. Enhance your blockchain applications with seamless integration to Solana's network."
,,
,URL2SNAP,Capture and share webpage snapshots effortlessly. Integrate visual capture capabilities into your AI applications and automation workflows with a simple command. Enhance your LLM's functionality by enabling it to generate screenshots of any specified URL.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,WildFly MCP Server,Integrate with your AI chatbot to interact with WildFly servers using natural language.
,,
,Gmail MCP (optional integration with Google Calendar),"Enhance your email management with intelligent, context-aware interactions. Analyze conversations, generate personalized replies, and seamlessly integrate with your calendar for efficient scheduling. Streamline your workflow and stay organized with advanced search and event detection capabilities.

Check README for seamless configuration process."
,,
,MCP Server Test,Test the capabilities of the Model Context Protocol server. Easily integrate and experiment with LLMs and external data sources in a controlled environment.
,,
,Holaspirit,Interact with your Holaspirit data via API access.
,,
,Omi Uber MCP Server,Connect your Omi devices to Uber services seamlessly. Enable your devices to interact with Uber's API for enhanced functionality and convenience.
,,
,LlamaCloud,Connect to a managed index on LlamaCloud to retrieve information.
,,
,Git File Forensics,"Analyze individual file histories and changes in Git repositories. Gain insights into file versions, diffs, and semantic patterns to enhance your understanding of file evolution. Perfect for developers and analysts looking to dive deep into file-level forensics."
,,
,CockroachDB MCP Server,"Connect directly to your CockroachDB database and execute SQL queries seamlessly. Retrieve table structures, manage connections, and utilize SQL query templates to enhance your database interactions. Experience automatic reconnection and detailed logging for troubleshooting."
,,
,WireMCP,"Empower your LLMs with real-time network traffic analysis. Capture, analyze, and contextualize live network data to enhance threat detection and diagnostics. Transform complex packet captures into accessible insights for security audits and anomaly detection."
,,
,Palo Alto Policy Management Server,"Manage your Palo Alto Networks firewall policies efficiently. Interact with firewall configurations through a standardized interface, enabling seamless policy management and integration with Palo Alto Networks API. Simplify your security management tasks with powerful tools for querying and modifying firewall rules."
